date,itemID,brand,feature_1,feature_2,feature_3,feature_4,feature_5,category,userID,order,label
2020-07-26,9206,1201,4,0,174,0,44,3898,17219,1,0
2020-07-25,9206,1201,4,0,174,0,44,3898,42706,1,3
2020-09-20,9206,1201,4,0,174,0,44,3898,35474,1,2
2020-11-29,9206,1201,4,0,174,0,44,3898,32075,1,4
2020-10-27,25833,139,6,0,491,3,117,3898,33468,1,1
2020-10-31,25833,139,6,0,491,3,117,3898,33468,1,1
2020-08-23,12742,1201,4,0,174,0,44,3898,13952,1,0
2020-08-06,12742,1201,4,0,174,0,44,3898,6766,1,0
2020-08-02,12742,1201,4,0,174,0,44,3898,22015,1,3
2020-08-16,12742,1201,4,0,174,0,44,3898,13112,1,4
2020-08-15,24529,239,4,1,462,0,10,3898,19609,1,2
2020-10-31,29683,1445,3,0,-1,-1,-1,3898,40451,1,0
2020-07-13,29683,1445,3,0,-1,-1,-1,3898,8874,1,0
2020-09-03,29683,1445,3,0,-1,-1,-1,3898,1798,1,0
2020-07-16,29683,1445,3,0,-1,-1,-1,3898,21579,1,0
2020-08-10,29683,1445,3,0,-1,-1,-1,3898,10849,1,0
2020-08-29,29683,1445,3,0,-1,-1,-1,3898,18860,1,0
2020-06-29,29683,1445,3,0,-1,-1,-1,3898,7820,1,2
2020-09-20,29683,1445,3,0,-1,-1,-1,3898,23756,1,4
2020-07-16,18084,1383,10,0,503,0,17,3898,23647,1,4
2020-06-28,21573,398,4,0,491,3,66,1807,37284,3,3
2020-07-23,21573,398,4,0,491,3,66,1807,37284,3,4
2020-08-02,21573,398,4,0,491,3,66,1807,37284,2,2
2020-08-05,21573,398,4,0,491,3,66,1807,3986,1,4
2020-08-15,21573,398,4,0,491,3,66,1807,3986,1,2
2020-09-29,21573,398,4,0,491,3,66,1807,37284,2,4
2020-08-12,9911,1111,4,0,82,3,66,3898,23779,1,2
2020-10-20,9911,1111,4,0,82,3,66,3898,23779,1,2
2020-08-15,26906,765,4,0,497,0,177,3898,39850,9,4
2020-08-28,26906,765,4,0,497,0,177,3898,39850,3,2
2020-09-12,26906,765,4,0,497,0,177,3898,39850,6,3
2020-10-04,26906,765,4,0,497,0,177,3898,39850,6,4
2020-07-19,337,765,4,0,497,0,177,3898,13102,1,2
2020-08-29,8290,765,4,0,497,0,-1,3898,9860,5,4
2020-07-02,2409,979,4,2,485,3,66,3898,13861,1,4
2020-06-22,30852,1232,4,0,358,0,117,2295,29484,2,0
2020-06-28,30852,1232,4,0,358,0,117,2295,22063,1,4
2020-07-07,30852,1232,4,0,358,0,117,2295,34778,1,3
2020-09-11,30852,1232,4,0,358,0,117,2295,7188,1,3
2020-10-02,30852,1232,4,0,358,0,117,2295,36083,1,1
2020-09-19,7257,207,4,0,28,0,175,3898,16510,1,0
2020-11-30,23945,207,4,0,28,0,175,3898,14335,1,0
2020-09-25,1259,207,4,0,28,0,175,3898,42885,3,4
2020-09-22,4847,230,4,0,39,0,21,3898,27924,3,0
2020-07-09,4847,230,4,0,39,0,21,3898,27000,2,4
2020-07-23,4847,230,4,0,39,0,21,3898,30739,1,2
2020-08-06,4847,230,4,0,39,0,21,3898,30739,1,2
2020-08-26,4847,230,4,0,39,0,21,3898,27000,2,3
2020-09-28,4847,230,4,0,39,0,21,3898,13440,1,3
2020-11-23,4847,230,4,0,39,0,21,3898,27924,3,3
2020-07-25,31178,378,4,0,401,3,44,3898,2944,1,0
2020-08-21,12927,839,4,1,96,3,44,136,17202,1,0
2020-08-08,28819,127,10,2,207,0,84,3898,35725,1,0
2020-06-13,28819,127,10,2,207,0,84,3898,14983,1,0
2020-08-25,20145,756,10,0,398,0,87,3898,3634,2,0
2020-06-03,30109,303,4,0,468,0,108,3898,15645,5,0
2020-10-10,30109,303,4,0,468,0,108,3898,11628,1,0
2020-07-17,30109,303,4,0,468,0,108,3898,12894,1,3
2020-11-29,18744,1433,4,0,386,0,16,614,10538,1,0
2020-10-27,334,1492,4,1,491,3,66,3898,35842,1,4
2020-07-21,12095,993,4,0,282,0,66,3898,897,1,0
2020-08-12,12095,993,4,0,282,0,66,3898,11189,1,3
2020-08-15,12095,993,4,0,282,0,66,3898,14520,1,4
2020-10-04,12095,993,4,0,282,0,66,3898,11189,1,3
2020-10-24,12095,993,4,0,282,0,66,3898,11189,1,3
2020-11-12,12095,993,4,0,282,0,66,3898,11189,1,3
2020-08-31,10837,993,4,0,282,0,66,3898,18391,1,3
2020-08-31,4874,453,4,0,458,0,-1,3898,19489,2,4
2020-11-06,4874,453,4,0,458,0,-1,3898,19489,1,2
2020-06-21,7190,186,6,0,207,0,17,3898,11123,1,0
2020-10-10,7190,186,6,0,207,0,17,3898,19012,1,0
2020-09-26,7190,186,6,0,207,0,17,3898,15358,1,0
2020-06-18,7190,186,6,0,207,0,17,3898,7150,1,0
2020-10-09,7190,186,6,0,207,0,17,3898,39395,1,0
2020-07-13,7190,186,6,0,207,0,17,3898,24788,1,0
2020-07-28,7190,186,6,0,207,0,17,3898,27224,3,0
2020-07-18,7190,186,6,0,207,0,17,3898,2819,1,0
2020-09-07,7190,186,6,0,207,0,17,3898,40841,1,0
2020-08-01,7190,186,6,0,207,0,17,3898,21273,1,0
2020-09-25,7190,186,6,0,207,0,17,3898,36915,1,0
2020-07-08,7190,186,6,0,207,0,17,3898,29021,1,4
2020-07-18,7190,186,6,0,207,0,17,3898,17217,1,2
2020-08-05,7190,186,6,0,207,0,17,3898,20682,1,3
2020-08-09,7190,186,6,0,207,0,17,3898,13005,1,4
2020-09-15,7190,186,6,0,207,0,17,3898,2621,1,3
2020-09-23,7190,186,6,0,207,0,17,3898,13177,2,4
2020-09-28,7190,186,6,0,207,0,17,3898,29021,1,4
2020-10-13,7190,186,6,0,207,0,17,3898,29021,1,3
2020-10-21,7190,186,6,0,207,0,17,3898,37006,2,1
2020-10-29,7190,186,6,0,207,0,17,3898,8116,1,1
2020-11-06,7190,186,6,0,207,0,17,3898,29021,1,4
2020-08-30,16763,615,4,0,487,3,16,1807,38946,1,3
2020-07-26,158,342,6,0,181,0,17,3898,20879,1,4
2020-07-07,3031,1126,10,0,533,0,45,3898,2333,1,0
2020-11-17,31803,966,10,1,27,3,147,3898,43776,1,0
2020-08-18,31803,966,10,1,27,3,147,3898,35644,1,2
2020-08-26,31803,966,10,1,27,3,147,3898,35644,2,2
2020-10-29,31803,966,10,1,27,3,147,3898,37745,1,3
2020-10-03,20945,966,10,0,27,3,147,3898,18691,1,0
2020-07-04,20945,966,10,0,27,3,147,3898,25301,1,0
2020-08-09,20945,966,10,0,27,3,147,3898,9190,2,0
2020-08-05,20945,966,10,0,27,3,147,3898,16776,1,0
2020-07-11,20945,966,10,0,27,3,147,3898,17086,1,0
2020-06-25,20945,966,10,0,27,3,147,3898,23945,3,2
2020-06-27,20945,966,10,0,27,3,147,3898,19004,2,2
2020-06-30,20945,966,10,0,27,3,147,3898,26670,2,3
2020-07-10,20945,966,10,0,27,3,147,3898,23945,2,3
2020-08-05,20945,966,10,0,27,3,147,3898,10182,1,4
2020-08-12,20945,966,10,0,27,3,147,3898,43898,1,1
2020-08-27,20945,966,10,0,27,3,147,3898,39398,1,4
2020-09-01,20945,966,10,0,27,3,147,3898,23945,1,4
2020-09-20,20945,966,10,0,27,3,147,3898,23945,2,3
2020-10-27,20945,966,10,0,27,3,147,3898,33018,1,4
2020-08-27,13556,449,4,0,535,3,105,3898,4137,1,1
2020-09-22,3631,406,6,2,502,0,124,3898,24744,1,0
2020-11-14,7459,1338,4,3,487,3,81,3898,43074,1,4
2020-08-30,29401,449,4,0,535,3,105,3898,34357,1,0
2020-06-09,6357,569,4,0,22,0,151,3898,30272,1,0
2020-10-11,6357,569,4,0,22,0,151,3898,20811,2,4
2020-09-15,20469,993,10,0,197,3,122,3898,6332,1,0
2020-08-09,20469,993,10,0,197,3,122,3898,40559,1,0
2020-08-25,20469,993,10,0,197,3,122,3898,16616,1,0
2020-06-07,20469,993,10,0,197,3,122,3898,26195,2,1
2020-10-22,19591,342,10,0,181,0,132,3898,24608,1,1
2020-10-17,32356,366,6,0,498,0,13,3898,2388,1,0
2020-11-15,29277,127,10,0,519,0,8,3898,33325,1,1
2020-08-05,17922,783,10,0,502,3,45,3898,38881,1,0
2020-08-31,17922,783,10,0,502,3,45,3898,21045,2,0
2020-10-17,21060,1180,4,3,322,0,144,3898,7740,1,3
2020-08-31,13421,1180,4,3,322,0,144,3898,38662,2,0
2020-06-21,13421,1180,4,3,322,0,144,3898,31679,1,3
2020-06-25,13421,1180,4,3,322,0,144,3898,2349,2,3
2020-07-18,13421,1180,4,3,322,0,144,3898,24778,1,3
2020-07-24,13421,1180,4,3,322,0,144,3898,22721,2,3
2020-08-08,13421,1180,4,3,322,0,144,3898,23562,4,4
2020-08-23,13421,1180,4,3,322,0,144,3898,7740,1,1
2020-08-24,13421,1180,4,3,322,0,144,3898,40105,3,4
2020-08-30,13421,1180,4,3,322,0,144,3898,1889,6,1
2020-09-05,13421,1180,4,3,322,0,144,3898,40105,2,2
2020-09-08,13421,1180,4,3,322,0,144,3898,11351,2,1
2020-09-11,13421,1180,4,3,322,0,144,3898,7740,1,3
2020-09-14,13421,1180,4,3,322,0,144,3898,13329,2,2
2020-09-23,13421,1180,4,3,322,0,144,3898,2227,3,4
2020-07-04,18334,325,6,0,168,3,122,3898,43808,1,4
2020-08-26,18334,325,6,0,168,3,122,3898,12287,1,4
2020-09-22,18334,325,6,0,168,3,122,3898,19974,1,4
2020-09-28,18334,325,6,0,168,3,122,3898,16968,1,4
2020-10-25,18334,325,6,0,168,3,122,3898,13197,1,4
2020-10-30,18334,325,6,0,168,3,122,3898,43969,3,4
2020-11-06,18334,325,6,0,168,3,122,3898,4689,1,3
2020-11-14,18334,325,6,0,168,3,122,3898,17519,1,3
2020-10-07,24795,325,6,0,168,3,122,3898,38095,1,0
2020-10-26,24795,325,6,0,168,3,122,3898,17566,1,0
2020-08-19,24795,325,6,0,168,3,122,3898,873,2,0
2020-07-25,24795,325,6,0,168,3,122,3898,9622,1,0
2020-06-29,24795,325,6,0,168,3,122,3898,14108,1,0
2020-06-26,24795,325,6,0,168,3,122,3898,14545,1,0
2020-06-25,24795,325,6,0,168,3,122,3898,23981,1,4
2020-07-05,24795,325,6,0,168,3,122,3898,41748,1,2
2020-07-07,24795,325,6,0,168,3,122,3898,873,2,3
2020-07-09,24795,325,6,0,168,3,122,3898,19907,2,4
2020-07-26,24795,325,6,0,168,3,122,3898,19907,2,3
2020-08-12,24795,325,6,0,168,3,122,3898,19907,2,3
2020-08-27,24795,325,6,0,168,3,122,3898,19907,2,3
2020-08-30,24795,325,6,0,168,3,122,3898,19974,1,4
2020-09-15,24795,325,6,0,168,3,122,3898,8167,1,4
2020-09-22,24795,325,6,0,168,3,122,3898,19974,1,4
2020-11-02,24795,325,6,0,168,3,122,3898,41748,1,4
2020-11-27,24795,325,6,0,168,3,122,3898,41748,2,4
2020-07-08,17539,325,6,0,168,3,122,3898,44700,1,0
2020-09-01,7381,615,10,0,503,0,17,3898,12238,1,3
2020-07-01,1584,703,10,1,515,0,84,3898,7104,1,0
2020-08-07,1584,703,10,1,515,0,84,3898,16621,1,4
2020-09-25,29933,827,10,0,358,0,95,3898,9110,1,3
2020-10-05,29933,827,10,0,358,0,95,3898,7415,3,4
2020-07-31,28285,193,4,0,453,0,108,3898,6435,1,0
2020-07-16,28285,193,4,0,453,0,108,3898,37171,1,0
2020-11-20,28285,193,4,0,453,0,108,3898,24382,2,0
2020-09-18,28285,193,4,0,453,0,108,3898,43952,1,0
2020-06-09,28285,193,4,0,453,0,108,3898,22289,1,1
2020-06-16,28285,193,4,0,453,0,108,3898,16050,4,2
2020-11-13,16352,193,4,0,453,0,108,3898,39476,1,0
2020-10-23,16352,193,4,0,453,0,108,3898,7354,1,0
2020-09-30,16352,193,4,0,453,0,108,3898,27026,2,0
2020-08-13,16352,193,4,0,453,0,108,3898,13263,10,0
2020-07-18,16352,193,4,0,453,0,108,3898,22308,2,0
2020-07-09,16352,193,4,0,453,0,108,3898,37935,1,0
2020-08-16,16352,193,4,0,453,0,108,3898,22776,1,0
2020-06-09,16352,193,4,0,453,0,108,3898,22289,1,1
2020-06-17,16352,193,4,0,453,0,108,3898,15566,2,3
2020-07-12,16352,193,4,0,453,0,108,3898,2082,1,1
2020-07-12,16352,193,4,0,453,0,108,3898,36897,1,1
2020-08-12,16352,193,4,0,453,0,108,3898,42195,1,1
2020-08-20,16352,193,4,0,453,0,108,3898,41170,1,1
2020-08-30,16352,193,4,0,453,0,108,3898,41170,1,2
2020-10-31,16352,193,4,0,453,0,108,3898,24152,12,1
2020-06-13,26891,193,4,0,453,0,108,3898,21273,1,0
2020-08-31,26891,193,4,0,453,0,108,3898,29393,1,0
2020-06-30,26891,193,4,0,453,0,108,3898,37635,1,0
2020-08-23,26891,193,4,0,453,0,108,3898,24596,6,0
2020-06-16,26891,193,4,0,453,0,108,3898,30252,2,0
2020-06-05,26891,193,4,0,453,0,108,3898,43042,2,0
2020-06-19,26891,193,4,0,453,0,108,3898,43561,6,2
2020-06-22,26891,193,4,0,453,0,108,3898,12378,5,2
2020-09-22,26891,193,4,0,453,0,108,3898,11643,1,4
2020-11-03,26891,193,4,0,453,0,108,3898,43561,3,3
2020-11-23,26891,193,4,0,453,0,108,3898,11643,3,3
2020-11-26,26891,193,4,0,453,0,108,3898,37182,2,4
2020-11-30,21400,430,4,0,39,3,140,3898,29177,1,0
2020-11-14,18320,703,10,0,515,0,84,3898,26583,1,0
2020-07-12,18320,703,10,0,515,0,84,3898,8822,1,4
2020-08-13,17489,20,10,0,276,0,167,3898,9512,1,0
2020-06-16,17489,20,10,0,276,0,167,3898,8836,1,0
2020-11-10,17489,20,10,0,276,0,167,3898,13765,2,4
2020-09-02,19934,1163,8,0,448,0,39,3898,17568,1,1
2020-09-14,25262,322,6,1,536,0,46,4300,37327,1,0
2020-06-29,31648,484,10,0,503,0,180,3898,16055,1,3
2020-11-17,24229,150,4,2,486,0,144,4300,2708,1,1
2020-07-15,68,356,10,0,515,0,188,3898,19339,1,0
2020-07-27,27920,1180,4,0,398,0,129,3898,42537,1,3
2020-06-14,28896,772,10,1,503,0,17,3898,16232,1,0
2020-11-26,23534,1180,4,0,398,0,129,3898,27086,2,0
2020-08-16,23534,1180,4,0,398,0,129,3898,45169,1,0
2020-07-19,23534,1180,4,0,398,0,129,3898,13843,2,0
2020-11-29,23534,1180,4,0,398,0,129,3898,3085,1,0
2020-09-09,23534,1180,4,0,398,0,129,3898,36258,2,0
2020-06-27,23534,1180,4,0,398,0,129,3898,1324,1,0
2020-06-04,23534,1180,4,0,398,0,129,3898,33303,2,0
2020-10-13,23534,1180,4,0,398,0,129,3898,11007,1,0
2020-10-13,23534,1180,4,0,398,0,129,3898,38349,1,0
2020-06-24,23534,1180,4,0,398,0,129,3898,23115,3,3
2020-06-26,23534,1180,4,0,398,0,129,3898,4371,1,4
2020-07-05,23534,1180,4,0,398,0,129,3898,32655,1,1
2020-07-10,23534,1180,4,0,398,0,129,3898,27130,1,2
2020-07-31,23534,1180,4,0,398,0,129,3898,29808,2,3
2020-08-01,23534,1180,4,0,398,0,129,3898,32562,3,4
2020-08-15,23534,1180,4,0,398,0,129,3898,39181,1,4
2020-08-17,23534,1180,4,0,398,0,129,3898,32562,3,3
2020-08-28,23534,1180,4,0,398,0,129,3898,32655,1,2
2020-08-29,23534,1180,4,0,398,0,129,3898,27130,1,3
2020-08-30,23534,1180,4,0,398,0,129,3898,33303,1,4
2020-09-03,23534,1180,4,0,398,0,129,3898,22094,1,4
2020-10-05,23534,1180,4,0,398,0,129,3898,29808,2,3
2020-10-11,23534,1180,4,0,398,0,129,3898,5408,1,4
2020-10-23,23534,1180,4,0,398,0,129,3898,44113,2,4
2020-10-28,23534,1180,4,0,398,0,129,3898,27130,1,4
2020-11-27,23534,1180,4,0,398,0,129,3898,28394,3,4
2020-09-10,15618,745,10,0,503,0,17,3898,45710,1,0
2020-10-12,15618,745,10,0,503,0,17,3898,34613,2,0
2020-09-04,15618,745,10,0,503,0,17,3898,12945,1,0
2020-09-21,15618,745,10,0,503,0,17,3898,31590,1,0
2020-06-26,15618,745,10,0,503,0,17,3898,45752,1,2
2020-09-11,15618,745,10,0,503,0,17,3898,2288,1,4
2020-09-13,15618,745,10,0,503,0,17,3898,45752,1,4
2020-11-15,15618,745,10,0,503,0,17,3898,19150,1,4
2020-08-23,30795,745,10,0,503,0,17,3898,23248,1,0
2020-09-12,3408,1429,6,0,302,3,45,3898,25702,1,4
2020-09-23,3408,1429,6,0,302,3,45,3898,43829,1,1
2020-11-11,3408,1429,6,0,302,3,45,3898,8851,2,4
2020-10-13,6147,618,4,0,321,0,144,3898,14350,1,0
2020-06-27,6147,618,4,0,321,0,144,3898,4991,2,0
2020-07-01,6147,618,4,0,321,0,144,3898,23249,4,3
2020-07-03,6147,618,4,0,321,0,144,3898,8127,1,3
2020-07-18,6147,618,4,0,321,0,144,3898,23249,2,3
2020-07-23,6147,618,4,0,321,0,144,3898,8127,2,3
2020-09-07,6147,618,4,0,321,0,144,3898,41522,2,4
2020-09-14,6147,618,4,0,321,0,144,3898,15435,1,4
2020-07-19,9099,1180,4,0,128,3,66,3898,24581,1,2
2020-08-01,9099,1180,4,0,128,3,66,3898,24581,1,2
2020-07-22,18405,1180,4,0,128,3,66,3898,44887,1,0
2020-08-25,18405,1180,4,0,128,3,66,3898,36953,1,4
2020-09-26,25442,1295,6,1,495,0,33,2136,38025,1,2
2020-10-19,25442,1295,6,1,495,0,33,2136,38025,1,4
2020-09-10,2668,366,6,0,497,0,13,3898,22527,1,0
2020-08-10,2668,366,6,0,497,0,13,3898,18545,3,4
2020-08-17,2668,366,6,0,497,0,13,3898,18545,3,1
2020-10-03,8796,1337,10,0,359,0,156,4300,42208,1,3
2020-08-08,13211,998,10,0,416,3,141,3898,31423,1,0
2020-10-03,13211,998,10,0,416,3,141,3898,38373,1,0
2020-09-03,13211,998,10,0,416,3,141,3898,7119,2,0
2020-07-06,13211,998,10,0,416,3,141,3898,31103,1,0
2020-07-05,13211,998,10,0,416,3,141,3898,39982,1,0
2020-11-09,13211,998,10,0,416,3,141,3898,35668,2,0
2020-07-08,13211,998,10,0,416,3,141,3898,18942,1,3
2020-09-02,13211,998,10,0,416,3,141,3898,44593,1,1
2020-09-20,13211,998,10,0,416,3,141,3898,35668,2,4
2020-10-18,13211,998,10,0,416,3,141,3898,31215,1,4
2020-10-25,13211,998,10,0,416,3,141,3898,18942,1,4
2020-11-06,13211,998,10,0,416,3,141,3898,40317,1,2
2020-11-08,13211,998,10,0,416,3,141,3898,31215,1,3
2020-11-27,13211,998,10,0,416,3,141,3898,35668,2,3
2020-11-27,13211,998,10,0,416,3,141,3898,40317,1,3
2020-07-27,22018,671,10,0,198,0,8,3639,11652,2,3
2020-11-23,8893,827,4,0,363,3,89,3896,41486,1,0
2020-11-27,8893,827,4,0,363,3,89,3896,24392,1,1
2020-06-28,22826,612,10,3,503,0,77,3898,28071,1,2
2020-11-25,14977,748,4,0,468,0,108,3898,20166,1,0
2020-07-18,2628,792,10,0,444,3,84,3898,15004,1,0
2020-11-06,2628,792,10,0,444,3,84,3898,9585,1,0
2020-07-16,2628,792,10,0,444,3,84,3898,37171,1,0
2020-09-09,2628,792,10,0,444,3,84,3898,27368,1,0
2020-09-20,2628,792,10,0,444,3,84,3898,18260,1,2
2020-10-19,2628,792,10,0,444,3,84,3898,15892,2,3
2020-11-02,2628,792,10,0,444,3,84,3898,40869,1,3
2020-11-21,2628,792,10,0,444,3,84,3898,40869,2,3
2020-10-27,13763,1180,4,1,388,0,88,3513,17869,1,0
2020-10-05,13763,1180,4,1,388,0,88,3513,28424,2,0
2020-06-02,8046,675,4,0,474,0,-1,3898,21947,1,1
2020-07-26,8046,675,4,0,474,0,-1,3898,23307,1,4
2020-11-13,18410,1249,10,1,503,0,39,3898,421,1,4
2020-09-07,23977,792,10,0,439,3,84,3898,9102,1,4
2020-09-12,23977,792,10,0,439,3,84,3898,37509,1,3
2020-09-28,23977,792,10,0,439,3,84,3898,9102,1,3
2020-09-29,23977,792,10,0,439,3,84,3898,9129,1,3
2020-10-21,23977,792,10,0,439,3,84,3898,9102,1,4
2020-11-11,23977,792,10,0,439,3,84,3898,45760,1,3
2020-07-21,10058,177,10,0,503,0,101,3898,27192,2,0
2020-11-25,10058,177,10,0,503,0,101,3898,39043,1,0
2020-10-04,20709,1180,4,2,388,0,88,3513,8066,1,4
2020-10-25,20709,1180,4,2,388,0,88,3513,17449,1,1
2020-07-18,3539,617,4,0,65,3,144,3898,8020,1,0
2020-08-29,3539,617,4,0,65,3,144,3898,43694,1,2
2020-06-23,21249,839,10,0,359,3,95,3898,8613,3,3
2020-06-01,11630,1496,6,0,170,3,122,3898,15212,1,0
2020-07-06,11630,1496,6,0,170,3,122,3898,2046,1,0
2020-09-03,11630,1496,6,0,170,3,122,3898,7588,2,0
2020-08-01,11630,1496,6,0,170,3,122,3898,23291,1,0
2020-09-24,11630,1496,6,0,170,3,122,3898,4122,1,0
2020-06-22,11630,1496,6,0,170,3,122,3898,21240,1,0
2020-06-26,11630,1496,6,0,170,3,122,3898,785,1,3
2020-06-27,11630,1496,6,0,170,3,122,3898,33424,1,4
2020-07-06,11630,1496,6,0,170,3,122,3898,16120,1,4
2020-07-26,11630,1496,6,0,170,3,122,3898,18971,1,1
2020-08-17,11630,1496,6,0,170,3,122,3898,31843,1,3
2020-09-24,11630,1496,6,0,170,3,122,3898,36613,1,4
2020-09-29,11630,1496,6,0,170,3,122,3898,23784,1,2
2020-10-18,11630,1496,6,0,170,3,122,3898,36613,1,4
2020-06-04,30134,1305,4,1,458,0,-1,4300,17541,3,1
2020-06-21,28424,1126,4,0,507,0,108,3898,15473,1,2
2020-07-16,28424,1126,4,0,507,0,108,3898,15473,3,4
2020-07-30,28424,1126,4,0,507,0,108,3898,9603,10,4
2020-10-18,14467,1496,6,0,170,3,122,3898,11168,1,0
2020-06-13,14467,1496,6,0,170,3,122,3898,41203,1,0
2020-06-30,14467,1496,6,0,170,3,122,3898,21311,1,4
2020-08-03,14467,1496,6,0,170,3,122,3898,33304,1,3
2020-08-09,14467,1496,6,0,170,3,122,3898,34610,2,4
2020-09-07,14467,1496,6,0,170,3,122,3898,40485,1,4
2020-09-08,14467,1496,6,0,170,3,122,3898,34207,1,2
2020-09-20,14467,1496,6,0,170,3,122,3898,32606,1,4
2020-11-14,14467,1496,6,0,170,3,122,3898,5768,1,4
2020-09-08,4648,28,4,3,491,3,144,3898,23488,1,0
2020-08-15,4648,28,4,3,491,3,144,3898,9211,1,0
2020-06-19,4648,28,4,3,491,3,144,3898,22923,1,0
2020-06-15,4648,28,4,3,491,3,144,3898,25900,1,0
2020-08-01,4648,28,4,3,491,3,144,3898,8832,2,0
