date,userID,itemID,order,label
2020-12-01,17818,550,1,0
2020-12-01,25008,31923,1,0
2020-12-01,32918,8615,1,0
2020-12-01,23963,24097,1,0
2020-12-01,5769,26823,1,0
2020-12-01,3131,6024,3,0
2020-12-01,3901,16822,2,0
2020-12-01,13155,25263,1,0
2020-12-01,40753,31683,1,0
2020-12-01,5769,877,1,0
2020-12-01,43851,22993,1,0
2020-12-01,23963,16571,1,0
2020-12-01,17524,2891,1,0
2020-12-01,29475,16879,1,0
2020-12-01,25701,24763,1,0
2020-12-01,24780,18569,1,0
2020-12-01,26707,28484,1,0
2020-12-01,18194,422,1,0
2020-12-01,2424,32289,3,0
2020-12-01,42075,10805,1,0
2020-12-01,35427,28621,1,0
2020-12-01,25654,26288,1,0
2020-12-01,22593,12955,1,1
2020-12-01,15256,20792,3,0
2020-12-01,37634,19827,2,3
2020-12-01,1766,6423,1,0
2020-12-01,27096,22909,1,0
2020-12-01,44459,18652,1,0
2020-12-01,4698,20209,1,0
2020-12-01,11781,12251,1,0
2020-12-01,21856,10739,2,0
2020-12-01,24166,12528,1,0
2020-12-01,13361,24390,1,0
2020-12-01,20676,16643,3,0
2020-12-01,33475,22519,2,0
2020-12-01,36943,13085,1,0
2020-12-01,973,5559,1,1
2020-12-01,45929,3805,1,0
2020-12-01,2667,29657,3,0
2020-12-01,28981,27608,1,0
2020-12-01,24637,29151,1,0
2020-12-01,22593,10378,1,0
2020-12-01,9736,19017,1,0
2020-12-01,27449,16362,1,0
2020-12-01,36733,18984,1,0
2020-12-01,37800,11213,1,0
2020-12-01,27884,27921,1,0
2020-12-01,8147,15618,1,0
2020-12-01,9949,32007,4,0
2020-12-01,26644,21372,1,0
2020-12-01,26172,24680,1,0
2020-12-01,13361,27038,1,0
2020-12-01,17273,30277,1,0
2020-12-01,11584,803,1,0
2020-12-01,23965,31323,1,0
2020-12-01,36022,4956,1,0
2020-12-01,10400,29657,8,0
2020-12-01,23240,25577,1,0
2020-12-01,39424,6923,1,0
2020-12-01,34698,30445,1,0
2020-12-01,11781,26774,1,0
2020-12-01,23240,32450,1,0
2020-12-01,17410,9391,1,0
2020-12-01,38959,23112,1,0
2020-12-01,23240,24555,1,0
2020-12-01,23717,30358,3,0
2020-12-01,2424,3904,4,0
2020-12-01,34662,5617,1,0
2020-12-01,3131,14537,3,0
2020-12-01,15608,7546,1,0
2020-12-01,39534,27810,1,0
2020-12-01,19017,26017,1,0
2020-12-01,11183,10203,1,0
2020-12-01,16049,1732,1,0
2020-12-01,33475,19871,2,0
2020-12-01,29876,14004,1,0
2020-12-01,15418,25057,1,0
2020-12-01,45390,11009,1,0
2020-12-01,29876,11,1,0
2020-12-01,17540,15361,1,0
2020-12-01,11781,10641,2,0
2020-12-01,15565,461,1,0
2020-12-01,39424,7997,1,0
2020-12-01,1250,9058,1,0
2020-12-01,43583,19336,1,0
2020-12-01,34145,23050,1,0
2020-12-01,38558,25570,1,0
2020-12-01,8730,11424,1,0
2020-12-01,15061,14233,1,0
2020-12-01,19017,30637,1,0
2020-12-01,27884,25583,1,0
2020-12-01,44459,23483,1,0
2020-12-01,41800,2446,1,0
2020-12-01,39424,7952,1,0
2020-12-01,34724,11434,1,0
2020-12-01,44217,31678,2,0
2020-12-01,25654,7862,1,0
2020-12-01,43583,8065,1,0
2020-12-01,33480,1372,1,0
2020-12-01,26585,24262,1,0
2020-12-01,27151,12100,2,0
2020-12-01,27303,10894,1,0
2020-12-01,33065,11294,1,0
2020-12-01,33065,11770,5,0
2020-12-01,33065,10997,1,0
2020-12-01,30997,17560,1,0
2020-12-01,36994,15277,1,0
2020-12-01,13632,24512,1,0
2020-12-01,44734,15173,1,0
2020-12-01,33065,15532,1,0
2020-12-01,10902,26790,1,0
2020-12-01,6872,31440,1,0
2020-12-01,14235,7158,1,0
2020-12-01,28701,10052,1,0
2020-12-01,28810,3775,1,0
2020-12-01,17820,17089,1,0
2020-12-01,30997,10961,1,0
2020-12-01,45826,12857,1,0
2020-12-01,35898,25685,1,0
2020-12-01,17983,30705,1,0
2020-12-01,33738,11522,2,0
2020-12-01,6184,20478,1,0
2020-12-01,30496,29478,1,0
2020-12-01,14404,15188,1,0
2020-12-01,6184,11349,1,0
2020-12-01,610,25535,2,0
2020-12-01,35898,25586,1,0
2020-12-01,3466,2559,1,0
2020-12-01,34698,15423,1,0
2020-12-01,38865,13636,1,0
2020-12-01,33065,10641,1,0
2020-12-01,6184,1311,1,0
2020-12-01,45390,4443,1,0
2020-12-01,5722,11972,1,0
2020-12-01,17410,18031,1,0
2020-12-01,33065,18630,1,0
2020-12-01,36695,27968,1,0
2020-12-01,29134,17752,2,0
2020-12-01,34145,11434,1,0
2020-12-01,20223,5779,1,0
2020-12-01,2747,20403,1,0
2020-12-01,13184,13675,1,0
2020-12-01,26585,2979,1,0
2020-12-01,34698,23948,1,0
2020-12-01,34633,15971,1,0
2020-12-01,42843,26841,1,0
2020-12-01,42826,4088,1,0
2020-12-01,26585,30918,1,0
2020-12-01,2747,18684,1,0
2020-12-01,15763,21513,1,0
2020-12-01,35898,13168,1,0
2020-12-01,17983,26589,1,0
2020-12-01,38525,3601,1,0
2020-12-01,38165,5654,1,0
2020-12-01,9949,32046,1,0
2020-12-01,14279,7190,2,3
2020-12-01,28408,22613,3,0
2020-12-01,17335,2409,5,0
2020-12-01,39536,8705,1,0
2020-12-01,1231,17814,6,0
2020-12-01,33065,19711,1,0
2020-12-01,36994,15666,3,0
2020-12-01,5150,2417,1,0
2020-12-01,7409,11680,2,0
2020-12-01,18861,4049,1,0
2020-12-01,6546,31871,1,0
2020-12-01,17410,27995,1,0
2020-12-01,6872,2968,1,0
2020-12-01,6872,28258,1,0
2020-12-01,6546,30573,1,0
2020-12-01,6546,25504,2,0
2020-12-01,28701,17089,1,0
2020-12-01,33065,7420,1,0
2020-12-01,34724,7190,1,0
2020-12-01,38525,11135,2,0
2020-12-01,18861,29884,1,0
2020-12-01,10770,10452,1,0
2020-12-01,39536,4842,1,0
2020-12-01,10902,5353,1,0
2020-12-01,3131,18815,3,0
2020-12-01,26172,7158,5,0
2020-12-01,2191,22022,1,0
2020-12-01,10770,5557,1,0
2020-12-01,11366,19827,5,0
2020-12-01,610,20407,1,0
2020-12-01,2730,29660,2,0
2020-12-01,43231,29269,1,0
2020-12-01,1452,6768,1,0
2020-12-01,8829,32346,20,0
2020-12-01,20223,23840,1,0
2020-12-01,31816,28298,1,0
2020-12-01,43694,10133,1,0
2020-12-01,26585,26356,2,0
2020-12-01,27244,17458,1,0
2020-12-01,3312,30712,1,0
2020-12-01,12807,26288,1,0
2020-12-01,38525,12126,2,0
2020-12-01,610,14445,1,0
2020-12-01,43694,11193,3,0
2020-12-01,44217,14990,1,0
2020-12-01,6184,8969,1,0
2020-12-01,5150,5045,1,0
2020-12-01,43249,11188,3,0
2020-12-01,44217,14557,2,0
2020-12-01,45390,15651,1,0
2020-12-01,26696,19707,1,0
2020-12-01,23974,28715,2,0
2020-12-01,42826,31515,1,0
2020-12-01,20195,7318,2,0
2020-12-01,38165,4085,1,0
2020-12-01,610,12423,1,0
2020-12-01,38262,12878,1,0
2020-12-01,43510,6086,2,0
2020-12-01,4224,20694,1,0
2020-12-01,17820,14005,5,0
2020-12-01,4421,604,4,0
2020-12-01,10902,511,2,0
2020-12-01,45390,29657,1,0
2020-12-01,20436,5260,1,0
2020-12-01,10770,17419,1,0
2020-12-01,21205,11251,3,0
2020-12-01,24238,30349,2,0
2020-12-01,20436,5594,1,0
2020-12-01,18861,29277,1,0
2020-12-01,1822,23083,1,0
2020-12-01,38165,4881,1,0
2020-12-01,197,395,1,0
2020-12-01,28981,17247,1,0
2020-12-01,14608,18799,1,0
2020-12-01,34698,20164,1,0
2020-12-01,16049,5221,1,0
2020-12-01,14507,32714,1,0
2020-12-01,45390,11454,1,0
2020-12-01,30486,8080,1,0
2020-12-01,1799,4091,3,0
2020-12-01,38165,21154,1,0
2020-12-01,15798,10452,1,0
2020-12-01,22582,12663,6,0
2020-12-01,24236,11632,1,0
2020-12-01,44734,12090,1,0
2020-12-01,43231,9757,4,0
2020-12-01,33738,14606,1,0
2020-12-01,10770,3533,1,0
2020-12-01,31816,21305,1,0
2020-12-01,10770,19708,1,0
2020-12-01,3131,20146,2,0
2020-12-01,10261,26932,1,0
2020-12-01,34722,14853,1,0
2020-12-01,6184,31400,2,0
2020-12-01,197,3904,1,0
2020-12-01,10770,27179,1,0
2020-12-01,17820,14458,2,0
2020-12-01,11781,219,1,0
2020-12-01,45390,18637,4,0
2020-12-01,25757,20742,1,0
2020-12-01,2747,1545,1,0
2020-12-01,40930,19864,1,0
2020-12-01,14421,30690,1,0
2020-12-01,43888,13390,1,0
2020-12-01,10862,4028,1,0
2020-12-01,14733,4595,1,0
2020-12-01,3312,11532,3,0
2020-12-01,26644,22975,1,0
2020-12-01,32714,27280,1,0
2020-12-01,35427,21704,1,0
2020-12-01,30486,6366,1,0
2020-12-01,36243,19646,5,0
2020-12-01,29897,1607,1,0
2020-12-01,6872,13526,1,0
2020-12-01,7519,10941,1,0
2020-12-01,10862,4601,1,0
2020-12-01,27611,29657,2,0
2020-12-01,8716,9012,1,0
2020-12-01,2424,15361,1,0
2020-12-01,17983,24763,1,0
2020-12-01,17142,9150,1,0
2020-12-01,28701,30781,1,0
2020-12-01,20713,9729,1,0
2020-12-01,10862,14558,1,0
2020-12-01,30496,30331,1,0
2020-12-01,10862,17968,1,0
2020-12-01,865,964,1,0
2020-12-01,25654,9163,2,0
2020-12-01,43888,20870,1,0
2020-12-01,4742,19932,1,0
2020-12-01,10862,31849,1,0
2020-12-01,13363,18058,1,0
2020-12-01,4421,11251,5,0
2020-12-01,9736,4424,1,0
2020-12-01,10391,637,1,0
2020-12-01,16049,28531,1,0
2020-12-01,37634,635,1,3
2020-12-01,30082,18270,1,0
2020-12-01,21310,11061,3,0
2020-12-01,10862,1299,2,0
2020-12-01,35373,5907,1,0
2020-12-01,42285,1408,1,0
2020-12-01,25701,12061,1,0
2020-12-01,6872,13027,1,0
2020-12-01,7519,7300,1,0
2020-12-01,25701,16643,1,0
2020-12-01,25427,3535,1,0
2020-12-01,27449,11188,3,0
2020-12-01,983,31210,1,0
2020-12-01,25427,3812,1,0
2020-12-01,577,9862,1,0
2020-12-01,29897,10880,1,0
2020-12-01,25757,18492,1,0
2020-12-01,17410,29823,1,0
2020-12-01,33843,31587,1,0
2020-12-01,30082,24603,1,0
2020-12-01,11781,23809,1,0
2020-12-01,45741,16819,1,0
2020-12-01,30997,8538,1,0
2020-12-01,18861,8400,1,0
2020-12-01,14583,26025,1,0
2020-12-01,33073,3005,3,0
2020-12-01,8716,5221,1,0
2020-12-01,8716,29044,1,0
2020-12-01,33843,13791,1,0
2020-12-01,33073,15709,2,0
2020-12-01,33843,14754,1,0
2020-12-01,11584,20478,2,0
2020-12-01,7519,20164,1,0
2020-12-01,15763,25905,1,0
2020-12-01,20195,15397,1,0
2020-12-01,8716,22262,1,0
2020-12-01,10864,11289,1,0
2020-12-01,33843,20429,1,0
2020-12-01,34662,16878,3,0
2020-12-01,20676,27179,4,0
2020-12-01,33843,26503,1,0
2020-12-01,8716,21247,1,0
2020-12-01,33073,19336,1,0
2020-12-01,28810,3318,1,0
2020-12-01,22547,4049,1,0
2020-12-01,40207,9333,1,0
2020-12-01,43231,13879,4,0
2020-12-01,3312,14073,3,0
2020-12-01,6872,23664,1,0
2020-12-01,13820,13390,1,0
2020-12-01,38287,11567,1,0
2020-12-01,42843,10961,2,0
2020-12-01,15453,24183,1,0
2020-12-01,26585,31587,1,0
2020-12-01,4669,795,1,0
2020-12-01,36243,12064,1,0
2020-12-01,39536,16972,1,0
2020-12-01,13632,10440,3,0
2020-12-01,45901,9562,1,0
2020-12-01,35898,10328,1,0
2020-12-01,14608,23948,2,0
2020-12-01,34724,7125,1,0
2020-12-01,13820,1067,1,0
2020-12-01,34724,8281,1,0
2020-12-01,13820,17788,3,0
2020-12-01,10858,19645,1,0
2020-12-01,40058,31073,1,0
2020-12-01,34633,11728,1,0
2020-12-01,27303,23050,4,0
2020-12-01,45107,5042,3,0
2020-12-01,17778,20729,1,0
2020-12-01,35898,11535,4,0
2020-12-01,29134,17524,1,0
2020-12-01,20713,15376,1,0
2020-12-01,20713,10341,1,0
2020-12-01,28701,24051,1,0
2020-12-01,29897,16059,1,0
2020-12-01,1822,20922,1,0
2020-12-01,45107,9242,1,0
2020-12-01,13820,20028,1,0
2020-12-01,28981,20131,1,3
2020-12-01,44219,5981,1,0
2020-12-01,6872,25993,1,0
2020-12-01,21205,26072,1,0
2020-12-01,26585,4922,1,0
2020-12-01,9769,26494,1,0
2020-12-01,23214,28347,2,0
2020-12-01,13554,30032,10,0
2020-12-01,26585,6162,1,0
2020-12-01,23214,4889,1,0
2020-12-01,34662,26545,1,0
2020-12-01,3676,2782,3,0
2020-12-01,43510,5260,4,0
2020-12-01,21205,24676,2,0
2020-12-01,18861,24368,1,0
2020-12-01,23315,15163,1,0
2020-12-01,40207,6197,1,0
2020-12-01,17508,6738,3,0
2020-12-01,43888,21263,1,0
2020-12-01,30082,1816,1,0
2020-12-01,28701,29460,1,0
2020-12-01,2424,12354,1,0
2020-12-01,40207,28161,2,4
2020-12-01,30496,20479,1,0
2020-12-01,40207,20790,2,4
2020-12-01,23214,25816,2,0
2020-12-01,18602,22638,1,0
2020-12-01,6872,17089,1,0
2020-12-01,27096,13027,1,0
2020-12-01,17962,7976,1,0
2020-12-01,21205,13879,1,0
2020-12-01,40058,17165,1,0
2020-12-01,3589,7777,1,0
2020-12-01,26644,2684,1,0
2020-12-01,38165,9895,2,0
2020-12-01,34724,31812,1,0
2020-12-01,18861,7298,1,0
2020-12-01,14583,32349,2,0
2020-12-01,20195,16972,1,0
2020-12-01,23315,459,1,0
2020-12-01,10261,13228,1,0
2020-12-01,14710,23621,1,0
2020-12-01,23214,13675,1,0
2020-12-01,20195,14481,2,0
2020-12-01,21190,24448,1,0
2020-12-01,5388,30031,1,0
2020-12-01,19775,5962,1,0
2020-12-01,200,4169,1,0
2020-12-01,34532,13752,1,0
2020-12-01,31458,16059,1,0
2020-12-01,11646,19573,1,0
2020-12-01,41372,25706,1,0
2020-12-01,8912,22351,1,0
2020-12-01,34532,15309,1,0
2020-12-01,15005,21154,2,0
2020-12-01,1293,3341,1,0
2020-12-01,12884,21402,1,0
2020-12-01,34701,1553,1,0
2020-12-01,13553,28140,1,0
2020-12-01,29885,30899,1,0
2020-12-01,17142,1475,1,0
2020-12-01,29885,365,1,0
2020-12-01,35274,19932,2,0
2020-12-01,44476,26747,1,0
2020-12-01,29153,25686,1,0
2020-12-01,41372,18905,1,0
2020-12-01,23922,28889,1,0
2020-12-01,9634,17419,1,0
2020-12-01,36022,13400,1,0
2020-12-01,20313,12237,1,2
2020-12-01,11646,30445,1,0
2020-12-01,1820,10258,1,0
2020-12-01,3466,24512,1,0
2020-12-01,18933,10548,1,0
2020-12-01,23922,24862,1,0
2020-12-01,2481,10961,1,0
2020-12-01,10757,26083,1,0
2020-12-01,6850,16953,4,0
2020-12-01,36435,15978,2,0
2020-12-01,41920,28172,1,0
2020-12-01,43942,7042,1,0
2020-12-01,14279,23050,3,0
2020-12-01,8912,20855,1,0
2020-12-01,6850,19267,3,0
2020-12-01,18096,8935,1,0
2020-12-01,2541,697,1,0
2020-12-01,18096,5371,1,0
2020-12-01,43881,5410,1,0
2020-12-01,41372,13027,1,0
2020-12-01,28705,17208,1,0
2020-12-01,15427,1242,2,0
2020-12-01,14537,2890,1,0
2020-12-01,42286,19150,1,0
2020-12-01,24118,27686,2,0
2020-12-01,7443,3423,1,0
2020-12-01,31458,637,1,0
2020-12-01,9634,2417,2,0
2020-12-01,27770,6912,3,0
2020-12-01,2624,32646,1,0
2020-12-01,41069,18956,1,0
2020-12-01,4388,22582,1,0
2020-12-01,24118,4439,1,0
2020-12-01,2425,7960,1,0
2020-12-01,24118,599,2,0
2020-12-01,45039,24615,1,0
2020-12-01,38829,7887,1,0
2020-12-01,24118,6370,1,0
2020-12-01,34701,32242,1,0
2020-12-01,780,21158,1,0
2020-12-01,18603,1925,1,0
2020-12-01,8912,29682,1,0
2020-12-01,8685,23339,1,0
2020-12-01,20599,6792,1,0
2020-12-01,34701,16579,1,0
2020-12-01,3901,9058,1,0
2020-12-01,34701,27707,2,0
2020-12-01,40577,8310,1,0
2020-12-01,8685,3477,1,0
2020-12-01,45122,18154,1,0
2020-12-01,11646,17076,1,0
2020-12-01,7443,5932,1,0
2020-12-01,32181,7125,1,0
2020-12-01,28810,21249,2,0
2020-12-01,17997,13413,1,0
2020-12-01,24118,2627,1,0
2020-12-01,9724,32305,2,0
2020-12-01,1394,4325,1,0
2020-12-01,1580,16330,1,0
2020-12-01,3901,8896,1,0
2020-12-01,4137,18829,1,0
2020-12-01,27770,6169,1,0
2020-12-01,44476,9391,4,0
2020-12-01,38959,24208,1,0
2020-12-01,17997,11604,1,0
2020-12-01,2072,25515,5,0
2020-12-01,8111,24176,1,0
2020-12-01,14439,29657,1,0
2020-12-01,33092,25886,1,0
2020-12-01,45394,23402,2,0
2020-12-01,11434,4763,1,0
2020-12-01,26887,5470,1,0
2020-12-01,2542,11243,2,0
2020-12-01,11434,30449,1,0
2020-12-01,34490,31850,1,0
2020-12-01,30303,24097,1,0
2020-12-01,2624,25250,1,0
2020-12-01,3901,9906,2,0
2020-12-01,41920,29506,1,0
2020-12-01,15061,8394,1,0
2020-12-01,26887,591,1,0
2020-12-01,42119,23112,2,0
2020-12-01,8691,31262,1,0
2020-12-01,18317,20968,2,0
2020-12-01,32181,32075,1,0
2020-12-01,4952,29345,2,0
2020-12-01,35673,30186,1,0
2020-12-01,11434,28957,1,0
2020-12-01,468,31079,2,0
2020-12-01,44472,25504,2,0
2020-12-01,468,27153,1,0
2020-12-01,2425,1701,1,0
2020-12-01,8111,15717,1,0
2020-12-01,8111,15739,1,0
2020-12-01,8111,16183,1,0
2020-12-01,8111,21535,1,0
2020-12-01,33092,15667,1,0
2020-12-01,42974,11434,1,0
2020-12-01,21307,21146,1,0
2020-12-01,38738,28794,1,0
2020-12-01,8111,1782,1,0
2020-12-01,44472,31871,1,0
2020-12-01,41363,9684,2,0
2020-12-01,33092,20789,1,0
2020-12-01,26863,7498,1,0
2020-12-01,2624,23206,1,0
2020-12-01,41069,23148,1,0
2020-12-01,29589,3005,2,0
2020-12-01,41069,28967,1,0
2020-12-01,10641,25993,1,0
2020-12-01,31811,2417,2,0
2020-12-01,16659,5349,2,0
2020-12-01,17142,18630,1,0
2020-12-01,31811,23648,1,0
2020-12-01,26887,7543,1,0
2020-12-01,4137,32242,1,0
2020-12-01,30109,20834,1,0
2020-12-01,23922,11130,1,0
2020-12-01,34402,1959,1,0
2020-12-01,18096,28196,1,0
2020-12-01,42974,29370,1,0
2020-12-01,35297,32403,1,0
2020-12-01,41069,24979,1,0
2020-12-01,10757,26714,1,0
2020-12-01,31811,1664,2,0
2020-12-01,42974,4421,2,0
2020-12-01,43941,25926,2,0
2020-12-01,18096,24584,2,0
2020-12-01,15261,24954,1,0
2020-12-01,32907,6403,1,0
2020-12-01,8691,11847,1,0
2020-12-01,2425,2456,1,0
2020-12-01,15277,11876,1,0
2020-12-01,20599,4922,1,0
2020-12-01,30303,9783,1,0
2020-12-01,18639,1207,1,0
2020-12-01,45394,7125,2,0
2020-12-01,25861,21477,1,0
2020-12-01,5751,23582,1,0
2020-12-01,12439,5926,1,0
2020-12-01,5751,23534,1,0
2020-12-01,5751,23050,1,0
2020-12-01,2425,3113,2,0
2020-12-01,5751,17051,1,0
2020-12-01,12439,26908,1,0
2020-12-01,25762,23635,1,0
2020-12-01,35379,3027,1,0
2020-12-01,38393,18644,2,4
2020-12-01,31811,30776,2,0
2020-12-01,32290,5798,3,4
2020-12-01,7443,28715,1,0
2020-12-01,31458,9649,1,0
2020-12-01,41759,31679,1,0
2020-12-01,2654,18630,2,0
2020-12-01,9350,9851,1,0
2020-12-01,42466,1906,1,0
2020-12-01,34532,24557,1,0
2020-12-01,28705,23360,1,0
2020-12-01,812,2491,1,0
2020-12-01,812,24918,2,0
2020-12-01,264,15567,1,0
2020-12-01,45457,17089,1,0
2020-12-01,7436,22963,1,0
2020-12-01,10636,26159,1,0
2020-12-01,3589,22374,1,0
2020-12-01,38959,9815,1,0
2020-12-01,17997,6267,1,0
2020-12-01,27770,91,2,0
2020-12-01,27548,3408,1,0
2020-12-01,10636,19976,1,0
2020-12-01,10636,19768,1,0
2020-12-01,812,287,1,0
2020-12-01,30197,26152,1,0
2020-12-01,41759,12132,1,0
2020-12-01,25539,15230,1,0
2020-12-01,40063,20751,1,0
2020-12-01,4526,21146,1,0
2020-12-01,17997,6024,1,0
2020-12-01,35673,9029,2,0
